event_id,date,account_id,entitlement,action,requester_id,ticket_id,ticket_status,approver_id
CHG-00154,2026-03-13,ad.e0906,AD:user,grant,E0937,REQ-20154,Approved,E0436
CHG-00155,2026-03-15,erp.e0906,ERP:po_create,grant,E0937,REQ-20155,Approved,E0101
CHG-00156,2026-03-15,erp.e0906,ERP:gl_reporting,grant,E0937,REQ-20156,Approved,E0101
CHG-00112,2026-03-15,ad.e0514,AD:user,grant,E0907,REQ-20112,Approved,E0436
CHG-00307,2026-03-16,ad.e0574,*,disable,E0334,REQ-20307,Approved,E0436
CHG-00314,2026-03-17,ad.e0651,*,disable,E0334,REQ-20314,Approved,E0436
CHG-00319,2026-03-18,ad.e0696,*,disable,E0334,REQ-20319,Approved,E0436
CHG-00106,2026-03-23,ad.e0481,AD:user,grant,E0927,REQ-20106,Approved,E0436
CHG-00236,2026-03-23,ad.e0131,*,disable,E0334,REQ-20236,Approved,E0436
CHG-00237,2026-03-23,erp.e0131,*,disable,E0334,REQ-20237,Approved,E0101
CHG-00219,2026-03-24,erp.e0005,*,disable,E0334,REQ-20219,Approved,E0101
CHG-00218,2026-03-24,ad.e0005,*,disable,E0334,REQ-20218,Approved,E0436
CHG-00113,2026-03-26,ad.e0516,AD:user,grant,E0934,REQ-20113,Approved,E0436
CHG-00145,2026-03-26,ad.e0843,AD:user,grant,E0897,REQ-20145,Approved,E0436
CHG-00147,2026-03-27,ad.e0858,AD:user,grant,E0917,REQ-20147,Approved,E0436
CHG-00263,2026-03-27,erp.e0288,*,disable,E0334,REQ-20263,Approved,E0101
CHG-00281,2026-03-30,hris.e0367,*,disable,E0334,REQ-20281,Approved,E0334
CHG-00226,2026-03-30,ad.e0062,*,disable,E0334,REQ-20226,Approved,E0436
CHG-00280,2026-03-30,ad.e0367,*,disable,E0334,REQ-20280,Approved,E0436
CHG-00262,2026-03-30,ad.e0288,*,disable,E0334,REQ-20262,Approved,E0436
CHG-00227,2026-03-30,erp.e0062,*,disable,E0334,REQ-20227,Approved,E0101
CHG-00282,2026-03-31,payroll.e0367,*,disable,E0334,REQ-20282,Approved,E0372
CHG-00311,2026-04-01,ad.e0615,*,disable,E0334,REQ-20311,Approved,E0436
CHG-00234,2026-04-02,ad.e0124,*,disable,E0334,REQ-20234,Approved,E0436
CHG-00235,2026-04-02,erp.e0124,*,disable,E0334,REQ-20235,Approved,E0101
CHG-00065,2026-04-05,ad.e0314,AD:user,grant,E0342,REQ-20065,Approved,E0436
CHG-00067,2026-04-05,hris.e0314,HRIS:employee_view,grant,E0342,REQ-20067,Approved,E0334
CHG-00066,2026-04-05,hris.e0314,HRIS:employee_edit,grant,E0342,REQ-20066,Approved,E0334
CHG-00356,2026-04-06,ad.e0984,*,disable,E0334,REQ-20356,Approved,E0436
CHG-00357,2026-04-06,erp.e0984,*,disable,E0334,REQ-20357,Approved,E0101
CHG-00141,2026-04-07,ad.e0810,AD:user,grant,E0937,REQ-20141,Approved,E0436
CHG-00377,2026-04-07,ad.e1109,*,disable,E0334,REQ-20377,Approved,E0436
CHG-00267,2026-04-07,hris.e0299,*,disable,E0334,REQ-20267,Approved,E0334
CHG-00266,2026-04-07,ad.e0299,*,disable,E0334,REQ-20266,Approved,E0436
CHG-00128,2026-04-09,erp.e0612,ERP:gl_reporting,grant,E0922,REQ-20128,Approved,E0101
CHG-00187,2026-04-09,ad.e1057,AD:user,grant,E0958,REQ-20187,Approved,E0436
CHG-00127,2026-04-09,erp.e0612,ERP:po_create,grant,E0922,REQ-20127,Approved,E0612
CHG-00189,2026-04-10,erp.e1057,ERP:ar_receipts,grant,E0958,REQ-20189,Approved,E0101
CHG-00277,2026-04-10,ad.e0354,*,disable,E0334,REQ-20277,Approved,E0436
CHG-00188,2026-04-10,erp.e1057,ERP:customer_view,grant,E0958,REQ-20188,Approved,E0101
CHG-00279,2026-04-13,payroll.e0354,*,disable,E0334,REQ-20279,Approved,E0372
CHG-00216,2026-04-13,erp.e0936,ERP:po_approve,grant,E0920,REQ-20216,Approved,E0101
CHG-00278,2026-04-13,hris.e0354,*,disable,E0334,REQ-20278,Approved,E0334
CHG-00348,2026-04-13,ad.e0966,*,disable,E0334,REQ-20348,Approved,E0436
CHG-00102,2026-04-14,ad.e0470,AD:domain_admin,grant,E0379,REQ-20102,Pending,E0436
CHG-00349,2026-04-14,erp.e0966,*,disable,E0334,REQ-20349,Approved,E0101
CHG-00005,2026-04-16,ad.e0078,AD:user,grant,E0205,REQ-20005,Approved,E0436
CHG-00006,2026-04-17,erp.e0078,ERP:ap_invoice_entry,grant,E0205,REQ-20006,Approved,E0101
CHG-00385,2026-04-17,ad.e1160,*,disable,E0334,REQ-20385,Approved,E0436
CHG-00338,2026-04-17,ad.e0902,*,disable,E0334,REQ-20338,Approved,E0436
CHG-00007,2026-04-17,erp.e0078,ERP:ap_invoice_approve,grant,E0205,REQ-20007,Approved,E0101
CHG-00008,2026-04-17,erp.e0078,ERP:vendor_view,grant,E0205,REQ-20008,Approved,E0101
CHG-00186,2026-04-19,erp.e1039,ERP:ar_receipts,grant,E0988,REQ-20186,Approved,E0101
CHG-00185,2026-04-19,erp.e1039,ERP:customer_view,grant,E0988,REQ-20185,Approved,E0101
CHG-00241,2026-04-20,erp.e0178,*,disable,E0334,REQ-20241,Approved,E0101
CHG-00339,2026-04-20,erp.e0902,*,disable,E0334,REQ-20339,Approved,E0101
CHG-00240,2026-04-21,ad.e0178,*,disable,E0334,REQ-20240,Approved,E0436
CHG-00184,2026-04-21,ad.e1039,AD:user,grant,E0988,REQ-20184,Approved,E0436
CHG-00255,2026-04-23,erp.e0238,*,disable,E0334,REQ-20255,Approved,E0101
CHG-00382,2026-04-24,ad.e1141,*,disable,E0334,REQ-20382,Approved,E0436
CHG-00300,2026-04-24,ad.e0483,*,disable,E0334,REQ-20300,Approved,E0436
CHG-00254,2026-04-24,ad.e0238,*,disable,E0334,REQ-20254,Approved,E0436
CHG-00304,2026-04-27,ad.e0506,*,disable,E0334,REQ-20304,Approved,E0436
CHG-00224,2026-04-27,ad.e0056,*,disable,E0334,REQ-20224,Approved,E0436
CHG-00225,2026-04-28,erp.e0056,*,disable,E0334,REQ-20225,Approved,E0101
CHG-00120,2026-05-02,erp.e0561,ERP:po_create,grant,E0914,,,
CHG-00121,2026-05-02,erp.e0561,ERP:gl_reporting,grant,E0914,REQ-20121,Approved,E0101
CHG-00061,2026-05-03,hris.e0312,HRIS:employee_edit,grant,E0378,REQ-20061,Approved,E0334
CHG-00060,2026-05-03,ad.e0312,AD:user,grant,E0378,REQ-20060,Approved,E0436
CHG-00062,2026-05-03,hris.e0312,HRIS:employee_view,grant,E0378,REQ-20062,Approved,E0334
CHG-00211,2026-05-06,erp.e0633,ERP:ap_invoice_approve,grant,E0901,REQ-20211,Approved,E0101
CHG-00303,2026-05-11,ad.e0498,*,disable,E0334,REQ-20303,Approved,E0436
CHG-00287,2026-05-15,ad.e0435,*,disable,E0334,REQ-20287,Approved,E0436
CHG-00320,2026-05-15,ad.e0703,*,disable,E0334,REQ-20320,Approved,E0436
CHG-00136,2026-05-16,ad.e0754,AD:user,grant,E0924,REQ-20136,Approved,E0436
CHG-00253,2026-05-18,erp.e0234,*,disable,E0334,REQ-20253,Approved,E0101
CHG-00252,2026-05-18,ad.e0234,*,disable,E0334,REQ-20252,Approved,E0436
CHG-00306,2026-05-19,ad.e0555,*,disable,E0334,REQ-20306,Approved,E0436
CHG-00257,2026-05-20,erp.e0257,*,disable,E0334,REQ-20257,Approved,E0101
CHG-00256,2026-05-21,ad.e0257,*,disable,E0334,REQ-20256,Approved,E0436
CHG-00308,2026-05-25,ad.e0575,*,disable,E0334,REQ-20308,Approved,E0436
CHG-00288,2026-05-25,ad.e0441,*,disable,E0334,REQ-20288,Approved,E0436
CHG-00135,2026-05-26,ad.e0735,AD:user,grant,E0915,REQ-20135,Approved,E0436
CHG-00223,2026-05-26,erp.e0041,*,disable,E0334,REQ-20223,Approved,E0101
CHG-00222,2026-05-26,ad.e0041,*,disable,E0334,REQ-20222,Approved,E0436
CHG-00193,2026-05-27,ad.e1070,AD:user,grant,E1009,REQ-20193,Approved,E0436
CHG-00194,2026-05-28,erp.e1070,ERP:customer_view,grant,E1009,REQ-20194,Approved,E0101
CHG-00195,2026-05-28,erp.e1070,ERP:ar_receipts,grant,E1009,REQ-20195,Approved,E0101
CHG-00322,2026-05-29,ad.e0741,*,disable,E0334,REQ-20322,Approved,E0436
CHG-00208,2026-06-02,ad.e1188,AD:user,grant,E1121,REQ-20208,Approved,E0436
CHG-00337,2026-06-02,erp.e0900,*,disable,E0334,REQ-20337,Approved,E0101
CHG-00336,2026-06-02,ad.e0900,*,disable,E0334,REQ-20336,Approved,E0436
CHG-00290,2026-06-03,ad.e0455,*,disable,E0334,REQ-20290,Approved,E0436
CHG-00247,2026-06-04,erp.e0203,*,disable,E0334,REQ-20247,Approved,E0101
CHG-00246,2026-06-04,ad.e0203,*,disable,E0334,REQ-20246,Approved,E0436
CHG-00324,2026-06-08,ad.e0754,*,disable,E0334,REQ-20324,Approved,E0436
CHG-00313,2026-06-08,ad.e0632,*,disable,E0334,REQ-20313,Approved,E0436
CHG-00384,2026-06-08,ad.e1150,*,disable,E0334,REQ-20384,Approved,E0436
CHG-00361,2026-06-15,erp.e1010,*,disable,E0334,REQ-20361,Approved,E0101
CHG-00360,2026-06-16,ad.e1010,*,disable,E0334,REQ-20360,Approved,E0436
CHG-00352,2026-06-22,ad.e0976,*,disable,E0334,REQ-20352,Approved,E0436
CHG-00353,2026-06-23,erp.e0976,*,disable,E0334,REQ-20353,Approved,E0101
CHG-00250,2026-06-29,ad.e0225,*,disable,E0334,REQ-20250,Approved,E0436
CHG-00251,2026-06-29,erp.e0225,*,disable,E0334,REQ-20251,Approved,E0101
