account_id,entitlement,granted_on
erp.e0188,ERP:gl_journal_post,2018-08-16
erp.e0188,ERP:gl_reporting,2018-08-16
ad.e0189,AD:user,2020-01-08
erp.e0189,ERP:gl_journal_post,2020-01-08
erp.e0189,ERP:gl_reporting,2020-01-08
ad.e0190,AD:user,2015-08-31
erp.e0190,ERP:gl_journal_approve,2015-08-30
erp.e0190,ERP:gl_reporting,2015-08-30
erp.e0190,ERP:payment_approve,2015-08-30
erp.e0190,ERP:ap_invoice_approve,2015-08-30
ad.e0191,AD:user,2013-02-05
erp.e0191,ERP:gl_journal_approve,2013-02-06
erp.e0191,ERP:gl_reporting,2013-02-06
erp.e0191,ERP:payment_approve,2013-02-06
erp.e0191,ERP:ap_invoice_approve,2013-02-06
ad.e0192,AD:user,2025-01-02
erp.e0192,ERP:gl_journal_approve,2025-01-01
erp.e0192,ERP:gl_reporting,2025-01-01
erp.e0192,ERP:payment_approve,2025-01-01
erp.e0192,ERP:ap_invoice_approve,2025-01-01
ad.e0193,AD:user,2024-04-21
erp.e0193,ERP:gl_journal_approve,2024-04-22
erp.e0193,ERP:gl_reporting,2024-04-22
erp.e0193,ERP:payment_approve,2024-04-22
erp.e0193,ERP:ap_invoice_approve,2024-04-22
ad.e0194,AD:user,2023-05-07
erp.e0194,ERP:gl_journal_approve,2023-05-08
erp.e0194,ERP:gl_reporting,2023-05-08
erp.e0194,ERP:payment_approve,2023-05-08
erp.e0194,ERP:ap_invoice_approve,2023-05-08
ad.e0195,AD:user,2013-04-03
erp.e0195,ERP:gl_journal_approve,2013-04-04
erp.e0195,ERP:gl_reporting,2013-04-04
erp.e0195,ERP:payment_approve,2013-04-04
erp.e0195,ERP:ap_invoice_approve,2013-04-04
ad.e0196,AD:user,2013-01-31
erp.e0196,ERP:gl_journal_approve,2013-02-02
erp.e0196,ERP:gl_reporting,2013-02-02
erp.e0196,ERP:payment_approve,2013-02-02
erp.e0196,ERP:ap_invoice_approve,2013-02-02
ad.e0197,AD:user,2017-03-01
erp.e0197,ERP:gl_journal_approve,2017-03-03
erp.e0197,ERP:gl_reporting,2017-03-03
erp.e0197,ERP:payment_approve,2017-03-03
erp.e0197,ERP:ap_invoice_approve,2017-03-03
ad.e0198,AD:user,2023-06-28
erp.e0198,ERP:gl_journal_approve,2023-06-26
erp.e0198,ERP:gl_reporting,2023-06-26
erp.e0198,ERP:payment_approve,2023-06-26
erp.e0198,ERP:ap_invoice_approve,2023-06-26
ad.e0199,AD:user,2016-12-11
erp.e0199,ERP:gl_journal_approve,2016-12-12
erp.e0199,ERP:gl_reporting,2016-12-12
erp.e0199,ERP:payment_approve,2016-12-12
erp.e0199,ERP:ap_invoice_approve,2016-12-12
ad.e0200,AD:user,2015-03-06
erp.e0200,ERP:gl_journal_approve,2015-03-07
erp.e0200,ERP:gl_reporting,2015-03-07
erp.e0200,ERP:payment_approve,2015-03-07
erp.e0200,ERP:ap_invoice_approve,2015-03-07
ad.e0201,AD:user,2014-07-15
erp.e0201,ERP:gl_journal_approve,2014-07-15
erp.e0201,ERP:gl_reporting,2014-07-15
erp.e0201,ERP:payment_approve,2014-07-15
erp.e0201,ERP:ap_invoice_approve,2014-07-15
ad.e0202,AD:user,2020-04-15
erp.e0202,ERP:gl_journal_approve,2020-04-14
erp.e0202,ERP:gl_reporting,2020-04-14
erp.e0202,ERP:payment_approve,2020-04-14
erp.e0202,ERP:ap_invoice_approve,2020-04-14
ad.e0203,AD:user,2024-11-10
erp.e0203,ERP:gl_journal_approve,2024-11-10
erp.e0203,ERP:gl_reporting,2024-11-10
erp.e0203,ERP:payment_approve,2024-11-10
erp.e0203,ERP:ap_invoice_approve,2024-11-10
ad.e0204,AD:user,2013-12-19
erp.e0204,ERP:gl_reporting,2013-12-21
payroll.e0204,PAYROLL:payroll_view,2013-12-21
ad.e0205,AD:user,2023-06-05
erp.e0205,ERP:gl_reporting,2023-06-07
payroll.e0205,PAYROLL:payroll_view,2023-06-07
ad.e0206,AD:user,2024-08-14
erp.e0206,ERP:gl_journal_approve,2025-10-24
erp.e0206,ERP:gl_reporting,2024-08-14
erp.e0206,ERP:payment_approve,2025-10-24
erp.e0206,ERP:ap_invoice_approve,2025-10-24
ad.e0207,AD:user,2023-12-08
erp.e0207,ERP:gl_reporting,2023-12-07
payroll.e0207,PAYROLL:payroll_view,2023-12-06
ad.e0208,AD:user,2012-01-22
erp.e0208,ERP:gl_reporting,2012-01-24
payroll.e0208,PAYROLL:payroll_view,2012-01-23
ad.e0209,AD:user,2023-03-31
erp.e0209,ERP:gl_reporting,2023-03-30
payroll.e0209,PAYROLL:payroll_view,2023-03-29
ad.e0210,AD:user,2012-04-18
erp.e0210,ERP:gl_reporting,2012-04-18
payroll.e0210,PAYROLL:payroll_view,2012-04-19
ad.e0211,AD:user,2024-05-23
erp.e0211,ERP:po_create,2024-05-25
erp.e0211,ERP:vendor_view,2024-05-25
ad.e0212,AD:user,2025-06-05
erp.e0212,ERP:po_create,2025-06-04
erp.e0212,ERP:vendor_view,2025-06-04
ad.e0213,AD:user,2017-06-11
erp.e0213,ERP:po_create,2017-06-11
erp.e0213,ERP:vendor_view,2017-06-11
ad.e0214,AD:user,2014-12-06
erp.e0214,ERP:po_create,2014-12-06
erp.e0214,ERP:vendor_view,2014-12-06
ad.e0215,AD:user,2025-11-08
erp.e0215,ERP:po_create,2025-11-08
erp.e0215,ERP:vendor_view,2025-11-08
ad.e0216,AD:user,2022-04-03
erp.e0216,ERP:po_create,2022-04-02
erp.e0216,ERP:vendor_view,2022-04-02
ad.e0217,AD:user,2013-11-24
erp.e0217,ERP:po_create,2013-11-24
erp.e0217,ERP:vendor_view,2013-11-24
ad.e0218,AD:user,2024-11-11
erp.e0218,ERP:po_create,2024-11-11
erp.e0218,ERP:vendor_view,2024-11-11
ad.e0219,AD:user,2015-11-12
erp.e0219,ERP:po_create,2015-11-11
erp.e0219,ERP:vendor_view,2015-11-11
ad.e0220,AD:user,2022-11-25
erp.e0220,ERP:po_create,2022-11-25
erp.e0220,ERP:vendor_view,2022-11-25
ad.e0221,AD:user,2018-02-09
erp.e0221,ERP:po_create,2018-02-11
erp.e0221,ERP:vendor_view,2018-02-11
ad.e0222,AD:user,2017-08-14
erp.e0222,ERP:po_create,2017-08-15
erp.e0222,ERP:vendor_view,2017-08-15
ad.e0223,AD:user,2019-06-18
erp.e0223,ERP:po_create,2019-06-17
erp.e0223,ERP:vendor_view,2019-06-17
ad.e0224,AD:user,2024-12-08
erp.e0224,ERP:po_create,2024-12-08
erp.e0224,ERP:vendor_view,2024-12-08
ad.e0225,AD:user,2021-02-20
erp.e0225,ERP:po_create,2021-02-21
erp.e0225,ERP:vendor_view,2021-02-21
ad.e0226,AD:user,2020-04-07
erp.e0226,ERP:po_create,2020-04-08
erp.e0226,ERP:vendor_view,2020-04-08
ad.e0227,AD:user,2013-10-03
erp.e0227,ERP:po_create,2013-10-04
erp.e0227,ERP:vendor_view,2013-10-04
ad.e0228,AD:user,2015-11-19
erp.e0228,ERP:po_create,2015-11-20
erp.e0228,ERP:vendor_view,2015-11-20
ad.e0229,AD:user,2017-06-25
erp.e0229,ERP:po_create,2017-06-25
erp.e0229,ERP:vendor_view,2017-06-25
ad.e0230,AD:user,2019-12-18
erp.e0230,ERP:po_create,2019-12-16
erp.e0230,ERP:vendor_view,2019-12-16
ad.e0231,AD:user,2016-11-10
erp.e0231,ERP:po_create,2016-11-09
erp.e0231,ERP:vendor_view,2016-11-09
ad.e0232,AD:user,2014-05-13
erp.e0232,ERP:po_create,2014-05-15
erp.e0232,ERP:vendor_view,2014-05-15
ad.e0233,AD:user,2021-10-08
erp.e0233,ERP:po_create,2021-10-08
erp.e0233,ERP:vendor_view,2021-10-08
ad.e0234,AD:user,2013-11-13
erp.e0234,ERP:po_create,2013-11-12
erp.e0234,ERP:vendor_view,2013-11-12
ad.e0235,AD:user,2019-12-12
erp.e0235,ERP:vendor_create,2025-12-14
erp.e0235,ERP:vendor_view,2019-12-14
ad.e0236,AD:user,2021-06-09
erp.e0236,ERP:po_create,2021-06-09
erp.e0236,ERP:vendor_view,2021-06-09
ad.e0237,AD:user,2013-12-19
erp.e0237,ERP:po_create,2013-12-18
erp.e0237,ERP:vendor_view,2013-12-18
ad.e0238,AD:user,2014-07-17
erp.e0238,ERP:po_create,2014-07-17
erp.e0238,ERP:vendor_view,2014-07-17
ad.e0239,AD:user,2023-02-18
erp.e0239,ERP:po_create,2023-02-19
erp.e0239,ERP:vendor_view,2023-02-19
ad.e0240,AD:user,2015-06-01
erp.e0240,ERP:po_create,2015-06-01
erp.e0240,ERP:vendor_view,2015-06-01
ad.e0241,AD:user,2014-05-20
erp.e0241,ERP:po_create,2014-05-21
erp.e0241,ERP:vendor_view,2014-05-21
ad.e0242,AD:user,2016-11-13
erp.e0242,ERP:po_create,2016-11-13
erp.e0242,ERP:vendor_view,2016-11-13
ad.e0243,AD:user,2023-08-03
erp.e0243,ERP:po_create,2023-08-02
erp.e0243,ERP:vendor_view,2023-08-02
ad.e0244,AD:user,2024-11-29
erp.e0244,ERP:po_create,2024-11-29
erp.e0244,ERP:vendor_view,2024-11-29
ad.e0245,AD:user,2017-01-20
erp.e0245,ERP:po_create,2017-01-19
erp.e0245,ERP:vendor_view,2017-01-19
ad.e0246,AD:user,2018-01-11
erp.e0246,ERP:po_create,2018-01-12
erp.e0246,ERP:vendor_view,2018-01-12
ad.e0247,AD:user,2022-07-03
erp.e0247,ERP:po_create,2022-07-02
erp.e0247,ERP:vendor_view,2022-07-02
ad.e0248,AD:user,2016-07-02
erp.e0248,ERP:po_create,2016-07-03
erp.e0248,ERP:vendor_view,2016-07-03
ad.e0249,AD:user,2024-11-24
erp.e0249,ERP:po_create,2024-11-23
erp.e0249,ERP:vendor_view,2024-11-23
ad.e0250,AD:user,2017-09-07
erp.e0250,ERP:po_create,2017-09-07
erp.e0250,ERP:vendor_view,2017-09-07
ad.e0251,AD:user,2016-04-29
erp.e0251,ERP:po_create,2016-04-30
erp.e0251,ERP:vendor_view,2016-04-30
ad.e0252,AD:user,2018-11-04
erp.e0252,ERP:po_create,2018-11-06
erp.e0252,ERP:vendor_view,2018-11-06
ad.e0253,AD:user,2020-11-25
erp.e0253,ERP:po_create,2020-11-23
erp.e0253,ERP:vendor_view,2020-11-23
ad.e0254,AD:user,2023-11-10
erp.e0254,ERP:po_create,2023-11-12
erp.e0254,ERP:vendor_view,2023-11-12
ad.e0255,AD:user,2013-04-09
erp.e0255,ERP:po_create,2013-04-10
erp.e0255,ERP:vendor_view,2013-04-10
ad.e0256,AD:user,2024-11-23
erp.e0256,ERP:po_create,2024-11-22
erp.e0256,ERP:vendor_view,2024-11-22
ad.e0257,AD:user,2020-10-14
erp.e0257,ERP:po_create,2020-10-15
erp.e0257,ERP:vendor_view,2020-10-15
ad.e0258,AD:user,2012-05-25
erp.e0258,ERP:po_create,2012-05-27
erp.e0258,ERP:vendor_view,2012-05-27
ad.e0259,AD:user,2020-06-25
erp.e0259,ERP:po_create,2020-06-23
erp.e0259,ERP:vendor_view,2020-06-23
ad.e0260,AD:user,2023-04-16
erp.e0260,ERP:po_create,2023-04-17
erp.e0260,ERP:vendor_view,2023-04-17
ad.e0261,AD:user,2018-04-20
erp.e0261,ERP:po_create,2018-04-19
erp.e0261,ERP:vendor_view,2018-04-19
ad.e0262,AD:user,2024-04-27
erp.e0262,ERP:po_create,2024-04-25
erp.e0262,ERP:vendor_view,2024-04-25
ad.e0263,AD:user,2022-04-10
erp.e0263,ERP:po_create,2022-04-11
erp.e0263,ERP:vendor_view,2022-04-11
ad.e0264,AD:user,2012-06-26
erp.e0264,ERP:po_create,2012-06-28
erp.e0264,ERP:vendor_view,2012-06-28
ad.e0265,AD:user,2014-07-16
erp.e0265,ERP:po_create,2014-07-18
erp.e0265,ERP:vendor_view,2014-07-18
ad.e0266,AD:user,2022-06-13
erp.e0266,ERP:po_create,2022-06-12
erp.e0266,ERP:vendor_view,2022-06-12
ad.e0267,AD:user,2015-07-22
erp.e0267,ERP:po_approve,2015-07-21
erp.e0267,ERP:vendor_create,2015-07-21
erp.e0267,ERP:vendor_view,2015-07-21
ad.e0268,AD:user,2016-08-27
erp.e0268,ERP:po_approve,2016-08-26
erp.e0268,ERP:vendor_create,2016-08-26
erp.e0268,ERP:vendor_view,2016-08-26
ad.e0269,AD:user,2022-03-28
erp.e0269,ERP:po_approve,2022-03-29
erp.e0269,ERP:vendor_create,2022-03-29
erp.e0269,ERP:vendor_view,2022-03-29
ad.e0270,AD:user,2013-07-21
erp.e0270,ERP:po_approve,2013-07-23
erp.e0270,ERP:vendor_create,2013-07-23
erp.e0270,ERP:vendor_view,2013-07-23
ad.e0271,AD:user,2023-10-01
erp.e0271,ERP:po_approve,2023-09-29
erp.e0271,ERP:vendor_create,2023-09-29
erp.e0271,ERP:vendor_view,2023-09-29
ad.e0272,AD:user,2025-07-11
erp.e0272,ERP:vendor_create,2025-07-11
erp.e0272,ERP:vendor_view,2025-07-11
ad.e0273,AD:user,2016-10-25
erp.e0273,ERP:po_approve,2016-10-24
erp.e0273,ERP:vendor_create,2016-10-24
erp.e0273,ERP:vendor_view,2016-10-24
ad.e0274,AD:user,2014-05-18
erp.e0274,ERP:po_approve,2014-05-19
erp.e0274,ERP:vendor_create,2014-05-19
erp.e0274,ERP:vendor_view,2014-05-19
ad.e0275,AD:user,2026-02-12
erp.e0275,ERP:po_approve,2026-02-12
erp.e0275,ERP:vendor_create,2026-02-12
erp.e0275,ERP:vendor_view,2026-02-12
ad.e0276,AD:user,2015-08-06
erp.e0276,ERP:po_approve,2015-08-07
erp.e0276,ERP:vendor_create,2015-08-07
erp.e0276,ERP:vendor_view,2015-08-07
ad.e0277,AD:user,2019-12-28
erp.e0277,ERP:po_approve,2019-12-28
erp.e0277,ERP:vendor_create,2019-12-28
erp.e0277,ERP:vendor_view,2019-12-28
ad.e0278,AD:user,2020-08-01
erp.e0278,ERP:vendor_create,2020-07-31
erp.e0278,ERP:vendor_view,2020-07-31
ad.e0279,AD:user,2014-09-13
erp.e0279,ERP:po_approve,2014-09-14
erp.e0279,ERP:vendor_create,2014-09-14
erp.e0279,ERP:vendor_view,2014-09-14
ad.e0280,AD:user,2024-01-26
erp.e0280,ERP:po_approve,2024-01-25
erp.e0280,ERP:vendor_create,2024-01-25
erp.e0280,ERP:vendor_view,2024-01-25
ad.e0281,AD:user,2020-10-28
erp.e0281,ERP:vendor_create,2020-10-30
erp.e0281,ERP:vendor_view,2020-10-30
ad.e0282,AD:user,2016-08-09
erp.e0282,ERP:vendor_create,2016-08-08
erp.e0282,ERP:vendor_view,2016-08-08
ad.e0283,AD:user,2019-09-16
erp.e0283,ERP:vendor_create,2019-09-18
erp.e0283,ERP:vendor_view,2019-09-18
ad.e0284,AD:user,2015-04-10
erp.e0284,ERP:vendor_create,2015-04-09
erp.e0284,ERP:vendor_view,2015-04-09
ad.e0285,AD:user,2016-11-12
erp.e0285,ERP:vendor_create,2016-11-10
erp.e0285,ERP:vendor_view,2016-11-10
ad.e0286,AD:user,2018-01-28
erp.e0286,ERP:vendor_create,2018-01-26
erp.e0286,ERP:vendor_view,2018-01-26
ad.e0287,AD:user,2022-03-24
erp.e0287,ERP:vendor_create,2022-03-23
erp.e0287,ERP:vendor_view,2022-03-23
ad.e0288,AD:user,2026-01-23
erp.e0288,ERP:vendor_create,2026-01-23
erp.e0288,ERP:vendor_view,2026-01-23
ad.e0289,AD:user,2016-07-19
erp.e0289,ERP:vendor_create,2016-07-19
erp.e0289,ERP:vendor_view,2016-07-19
ad.e0290,AD:user,2016-03-07
erp.e0290,ERP:vendor_create,2016-03-09
erp.e0290,ERP:vendor_view,2016-03-09
ad.e0291,AD:user,2025-08-06
erp.e0291,ERP:vendor_create,2025-08-05
erp.e0291,ERP:vendor_view,2025-08-05
ad.e0292,AD:user,2013-04-24
erp.e0292,ERP:vendor_create,2013-04-23
erp.e0292,ERP:vendor_view,2013-04-23
ad.e0293,AD:user,2025-12-04
erp.e0293,ERP:vendor_create,2025-12-02
erp.e0293,ERP:vendor_view,2025-12-02
ad.e0294,AD:user,2012-12-25
erp.e0294,ERP:vendor_create,2012-12-23
erp.e0294,ERP:vendor_view,2012-12-23
ad.e0295,AD:user,2024-12-19
hris.e0295,HRIS:employee_edit,2024-12-17
hris.e0295,HRIS:employee_view,2024-12-17
ad.e0296,AD:user,2019-04-05
hris.e0296,HRIS:employee_edit,2019-04-03
hris.e0296,HRIS:employee_view,2019-04-03
ad.e0297,AD:user,2014-04-24
hris.e0297,HRIS:employee_edit,2014-04-24
hris.e0297,HRIS:employee_view,2014-04-24
ad.e0298,AD:user,2016-09-22
hris.e0298,HRIS:employee_edit,2016-09-22
hris.e0298,HRIS:employee_view,2016-09-22
ad.e0299,AD:user,2025-02-21
hris.e0299,HRIS:employee_edit,2025-02-20
hris.e0299,HRIS:employee_view,2025-02-20
ad.e0300,AD:user,2012-03-08
hris.e0300,HRIS:employee_edit,2012-03-09
hris.e0300,HRIS:employee_view,2012-03-09
ad.e0301,AD:user,2019-05-10
hris.e0301,HRIS:employee_edit,2019-05-09
hris.e0301,HRIS:employee_view,2019-05-09
ad.e0302,AD:user,2012-11-02
hris.e0302,HRIS:employee_edit,2012-11-02
hris.e0302,HRIS:employee_view,2012-11-02
ad.e0303,AD:user,2020-04-20
hris.e0303,HRIS:employee_edit,2020-04-20
hris.e0303,HRIS:employee_view,2020-04-20
ad.e0304,AD:user,2018-04-28
hris.e0304,HRIS:employee_edit,2018-04-30
hris.e0304,HRIS:employee_view,2018-04-30
ad.e0305,AD:user,2017-07-14
hris.e0305,HRIS:employee_edit,2017-07-15
hris.e0305,HRIS:employee_view,2017-07-15
ad.e0306,AD:user,2014-02-23
hris.e0306,HRIS:employee_edit,2014-02-22
hris.e0306,HRIS:employee_view,2014-02-22
ad.e0307,AD:user,2012-06-22
hris.e0307,HRIS:employee_edit,2012-06-22
hris.e0307,HRIS:employee_view,2012-06-22
ad.e0308,AD:user,2016-11-01
hris.e0308,HRIS:employee_edit,2016-11-03
hris.e0308,HRIS:employee_view,2016-11-03
ad.e0309,AD:user,2020-02-04
hris.e0309,HRIS:employee_edit,2020-02-04
hris.e0309,HRIS:employee_view,2020-02-04
ad.e0310,AD:user,2017-11-22
hris.e0310,HRIS:employee_edit,2017-11-23
hris.e0310,HRIS:employee_view,2017-11-23
ad.e0311,AD:user,2016-07-16
hris.e0311,HRIS:employee_edit,2016-07-16
hris.e0311,HRIS:employee_view,2016-07-16
ad.e0312,AD:user,2026-05-03
hris.e0312,HRIS:employee_edit,2026-05-03
hris.e0312,HRIS:employee_view,2026-05-03
ad.e0313,AD:user,2024-04-22
hris.e0313,HRIS:employee_view,2024-04-20
payroll.e0313,PAYROLL:payroll_run,2026-03-12
payroll.e0313,PAYROLL:payroll_view,2026-03-12
ad.e0314,AD:user,2026-04-05
hris.e0314,HRIS:employee_edit,2026-04-05
hris.e0314,HRIS:employee_view,2026-04-05
ad.e0315,AD:user,2022-09-07
hris.e0315,HRIS:employee_edit,2022-09-08
hris.e0315,HRIS:employee_view,2022-09-08
ad.e0316,AD:user,2019-12-03
hris.e0316,HRIS:employee_edit,2019-12-02
hris.e0316,HRIS:employee_view,2019-12-02
ad.e0317,AD:user,2019-04-10
hris.e0317,HRIS:employee_edit,2019-04-09
hris.e0317,HRIS:employee_view,2019-04-09
ad.e0318,AD:user,2022-09-06
hris.e0318,HRIS:employee_edit,2022-09-04
hris.e0318,HRIS:employee_view,2022-09-04
ad.e0319,AD:user,2022-10-18
hris.e0319,HRIS:employee_edit,2022-10-18
hris.e0319,HRIS:employee_view,2022-10-18
ad.e0320,AD:user,2019-09-22
hris.e0320,HRIS:employee_edit,2019-09-22
hris.e0320,HRIS:employee_view,2019-09-22
ad.e0321,AD:user,2012-10-11
hris.e0321,HRIS:employee_edit,2012-10-11
hris.e0321,HRIS:employee_view,2012-10-11
ad.e0322,AD:user,2014-08-24
hris.e0322,HRIS:employee_edit,2014-08-25
hris.e0322,HRIS:employee_view,2014-08-25
ad.e0323,AD:user,2019-03-31
hris.e0323,HRIS:employee_edit,2019-03-30
hris.e0323,HRIS:employee_view,2019-03-30
ad.e0324,AD:user,2022-01-17
hris.e0324,HRIS:employee_edit,2022-01-19
hris.e0324,HRIS:employee_view,2022-01-19
ad.e0325,AD:user,2017-08-13
hris.e0325,HRIS:employee_edit,2017-08-13
hris.e0325,HRIS:employee_view,2017-08-13
ad.e0326,AD:user,2017-03-08
hris.e0326,HRIS:employee_edit,2017-03-08
hris.e0326,HRIS:employee_view,2017-03-08
ad.e0327,AD:user,2014-12-29
hris.e0327,HRIS:employee_edit,2014-12-29
hris.e0327,HRIS:employee_view,2014-12-29
ad.e0328,AD:user,2021-10-10
hris.e0328,HRIS:employee_edit,2021-10-09
hris.e0328,HRIS:employee_view,2021-10-09
ad.e0329,AD:user,2019-10-21
hris.e0329,HRIS:employee_edit,2019-10-19
hris.e0329,HRIS:employee_view,2019-10-19
ad.e0330,AD:user,2018-09-18
hris.e0330,HRIS:employee_edit,2018-09-17
hris.e0330,HRIS:employee_view,2018-09-17
ad.e0331,AD:user,2022-06-07
hris.e0331,HRIS:employee_edit,2022-06-07
hris.e0331,HRIS:employee_view,2022-06-07
ad.e0332,AD:user,2015-08-13
hris.e0332,HRIS:employee_edit,2015-08-14
hris.e0332,HRIS:employee_view,2015-08-14
ad.e0333,AD:user,2024-01-07
hris.e0333,HRIS:employee_edit,2024-01-07
hris.e0333,HRIS:employee_view,2024-01-07
ad.e0334,AD:user,2015-09-23
hris.e0334,HRIS:employee_edit,2015-09-23
hris.e0334,HRIS:employee_view,2015-09-23
hris.e0334,HRIS:position_approve,2026-02-22
payroll.e0334,PAYROLL:payroll_view,2026-02-22
ad.e0335,AD:user,2023-01-24
hris.e0335,HRIS:employee_edit,2023-01-24
hris.e0335,HRIS:employee_view,2023-01-24
ad.e0336,AD:user,2012-01-18
hris.e0336,HRIS:employee_edit,2012-01-18
hris.e0336,HRIS:employee_view,2012-01-18
ad.e0337,AD:user,2012-06-06
hris.e0337,HRIS:employee_edit,2012-06-08
hris.e0337,HRIS:employee_view,2012-06-08
hris.e0337,HRIS:position_approve,2012-06-08
payroll.e0337,PAYROLL:payroll_view,2012-06-06
ad.e0338,AD:user,2012-03-27
hris.e0338,HRIS:employee_edit,2012-03-25
hris.e0338,HRIS:employee_view,2012-03-25
hris.e0338,HRIS:position_approve,2012-03-25
payroll.e0338,PAYROLL:payroll_view,2012-03-27
ad.e0339,AD:user,2022-01-27
hris.e0339,HRIS:employee_edit,2022-01-26
hris.e0339,HRIS:employee_view,2022-01-26
hris.e0339,HRIS:position_approve,2022-01-26
payroll.e0339,PAYROLL:payroll_view,2022-01-27
ad.e0340,AD:user,2015-09-28
hris.e0340,HRIS:employee_edit,2015-09-28
hris.e0340,HRIS:employee_view,2015-09-28
hris.e0340,HRIS:position_approve,2015-09-28
payroll.e0340,PAYROLL:payroll_view,2015-09-26
ad.e0341,AD:user,2018-07-08
hris.e0341,HRIS:employee_edit,2018-07-07
hris.e0341,HRIS:employee_view,2018-07-07
hris.e0341,HRIS:position_approve,2018-07-07
payroll.e0341,PAYROLL:payroll_view,2018-07-08
ad.e0342,AD:user,2026-02-10
hris.e0342,HRIS:employee_edit,2026-02-09
hris.e0342,HRIS:employee_view,2026-02-09
hris.e0342,HRIS:position_approve,2026-02-09
payroll.e0342,PAYROLL:payroll_view,2026-02-10
ad.e0343,AD:user,2016-09-06
hris.e0343,HRIS:employee_edit,2016-09-05
hris.e0343,HRIS:employee_view,2016-09-05
hris.e0343,HRIS:position_approve,2016-09-05
payroll.e0343,PAYROLL:payroll_view,2016-09-05
ad.e0344,AD:user,2020-04-18
hris.e0344,HRIS:employee_edit,2020-04-18
hris.e0344,HRIS:employee_view,2020-04-18
hris.e0344,HRIS:position_approve,2020-04-18
payroll.e0344,PAYROLL:payroll_view,2020-04-16
ad.e0345,AD:user,2014-09-30
hris.e0345,HRIS:employee_edit,2014-10-01
hris.e0345,HRIS:employee_view,2014-10-01
hris.e0345,HRIS:position_approve,2014-10-01
payroll.e0345,PAYROLL:payroll_view,2014-10-01
ad.e0346,AD:user,2018-06-19
hris.e0346,HRIS:employee_edit,2018-06-19
hris.e0346,HRIS:employee_view,2018-06-19
hris.e0346,HRIS:position_approve,2018-06-19
payroll.e0346,PAYROLL:payroll_view,2018-06-19
ad.e0347,AD:user,2018-03-10
hris.e0347,HRIS:employee_edit,2018-03-10
hris.e0347,HRIS:employee_view,2018-03-10
hris.e0347,HRIS:position_approve,2018-03-10
payroll.e0347,PAYROLL:payroll_view,2018-03-10
ad.e0348,AD:user,2024-02-14
hris.e0348,HRIS:employee_edit,2024-02-14
hris.e0348,HRIS:employee_view,2024-02-14
hris.e0348,HRIS:position_approve,2024-02-14
payroll.e0348,PAYROLL:payroll_view,2024-02-13
ad.e0349,AD:user,2023-10-05
hris.e0349,HRIS:employee_edit,2023-10-07
hris.e0349,HRIS:employee_view,2023-10-07
hris.e0349,HRIS:position_approve,2023-10-07
payroll.e0349,PAYROLL:payroll_view,2023-10-05
ad.e0350,AD:user,2013-11-12
hris.e0350,HRIS:employee_edit,2013-11-13
hris.e0350,HRIS:employee_view,2013-11-13
hris.e0350,HRIS:position_approve,2013-11-13
payroll.e0350,PAYROLL:payroll_view,2013-11-13
ad.e0351,AD:user,2017-08-12
hris.e0351,HRIS:employee_view,2017-08-11
payroll.e0351,PAYROLL:payroll_run,2017-08-11
payroll.e0351,PAYROLL:payroll_view,2017-08-11
ad.e0352,AD:user,2015-10-06
hris.e0352,HRIS:employee_view,2015-10-07
payroll.e0352,PAYROLL:payroll_run,2015-10-08
payroll.e0352,PAYROLL:payroll_view,2015-10-08
ad.e0353,AD:user,2018-03-12
hris.e0353,HRIS:employee_view,2018-03-10
payroll.e0353,PAYROLL:payroll_run,2018-03-10
payroll.e0353,PAYROLL:payroll_view,2018-03-10
ad.e0354,AD:user,2021-01-04
hris.e0354,HRIS:employee_view,2021-01-05
payroll.e0354,PAYROLL:payroll_run,2021-01-05
payroll.e0354,PAYROLL:payroll_view,2021-01-05
ad.e0355,AD:user,2012-11-23
hris.e0355,HRIS:employee_view,2012-11-21
payroll.e0355,PAYROLL:payroll_run,2012-11-22
payroll.e0355,PAYROLL:payroll_view,2012-11-22
ad.e0356,AD:user,2026-02-08
hris.e0356,HRIS:employee_view,2026-02-06
payroll.e0356,PAYROLL:payroll_run,2026-02-07
payroll.e0356,PAYROLL:payroll_view,2026-02-07
ad.e0357,AD:user,2024-10-15
hris.e0357,HRIS:employee_view,2024-10-15
payroll.e0357,PAYROLL:payroll_run,2024-10-16
payroll.e0357,PAYROLL:payroll_view,2024-10-16
ad.e0358,AD:user,2022-07-14
hris.e0358,HRIS:employee_view,2022-07-13
payroll.e0358,PAYROLL:payroll_run,2022-07-12
payroll.e0358,PAYROLL:payroll_view,2022-07-12
ad.e0359,AD:user,2023-09-08
hris.e0359,HRIS:employee_view,2023-09-08
payroll.e0359,PAYROLL:payroll_run,2023-09-08
payroll.e0359,PAYROLL:payroll_view,2023-09-08
ad.e0360,AD:user,2014-09-06
hris.e0360,HRIS:employee_view,2014-09-06
payroll.e0360,PAYROLL:payroll_run,2014-09-07
payroll.e0360,PAYROLL:payroll_view,2014-09-07
ad.e0361,AD:user,2022-01-05
hris.e0361,HRIS:employee_view,2022-01-07
payroll.e0361,PAYROLL:payroll_run,2022-01-06
payroll.e0361,PAYROLL:payroll_view,2022-01-06
ad.e0362,AD:user,2024-01-01
hris.e0362,HRIS:employee_view,2023-12-30
payroll.e0362,PAYROLL:payroll_run,2024-01-01
