claim_id,employee_id,department,date,category,amount,approver_id,status
EXP-004812,E0661,Operations,2025-08-31,Client entertainment,88.65,E0916,Paid
EXP-005003,E0679,Operations,2025-08-31,Accommodation,251.89,E0914,Paid
EXP-006301,E0791,Operations,2025-08-31,Travel,137.25,E0910,Paid
EXP-006597,E0814,Operations,2025-08-31,Supplies,34.99,E0920,Paid
EXP-008561,E0970,Sales,2025-08-31,Training,802.8,E1021,Paid
EXP-008818,E0991,Sales,2025-08-31,Training,64.83,E0958,Paid
EXP-009028,E1008,Sales,2025-08-31,Accommodation,13.47,E0986,Paid
EXP-009676,E1062,Sales,2025-08-31,Supplies,197.63,E0998,Paid
EXP-009734,E1066,Sales,2025-08-31,Travel,34.82,E1052,Paid
EXP-000053,E0014,Finance,2025-09-01,Training,216.62,E0199,Paid
EXP-000061,E0015,Finance,2025-09-01,Client entertainment,165.93,E0192,Paid
EXP-000138,E0030,Finance,2025-09-01,Accommodation,27.74,E0210,Paid
EXP-000340,E0063,Finance,2025-09-01,Client entertainment,71.7,E0199,Paid
EXP-001220,E0226,Procurement,2025-09-01,Client entertainment,353.76,E0268,Paid
EXP-001913,E0352,Human Resources,2025-09-01,Training,51.52,E0346,Paid
EXP-002029,E0372,Human Resources,2025-09-01,Accommodation,94.64,E0374,Paid
EXP-002311,E0423,IT,2025-09-01,Accommodation,112.76,E0379,Paid
EXP-002333,E0427,IT,2025-09-01,Meals,223.93,E0379,Paid
EXP-003099,E0518,Operations,2025-09-01,Meals,61.15,E0902,Paid
EXP-003150,E0521,Operations,2025-09-01,Meals,52.08,E0917,Paid
EXP-004415,E0627,Operations,2025-09-01,Client entertainment,140.96,E0918,Paid
EXP-004447,E0629,Operations,2025-09-01,Supplies,120.03,E0935,Paid
EXP-004607,E0643,Operations,2025-09-01,Training,29.08,E0921,Paid
EXP-004962,E0675,Operations,2025-09-01,Supplies,42.55,E0938,Paid
EXP-005082,E0685,Operations,2025-09-01,Training,334.17,E0907,Paid
EXP-005375,E0712,Operations,2025-09-01,Client entertainment,53.94,E0925,Paid
EXP-005427,E0718,Operations,2025-09-01,Meals,274.62,E0913,Paid
EXP-005596,E0730,Operations,2025-09-01,Travel,118.0,E0900,Paid
EXP-005960,E0763,Operations,2025-09-01,Travel,88.7,E0914,Paid
EXP-006255,E0787,Operations,2025-09-01,Accommodation,35.17,E0915,Paid
EXP-006257,E0787,Operations,2025-09-01,Meals,81.52,E0915,Paid
EXP-006313,E0792,Operations,2025-09-01,Supplies,299.77,E0916,Paid
EXP-006767,E0829,Operations,2025-09-01,Supplies,45.31,E0924,Paid
EXP-006773,E0829,Operations,2025-09-01,Client entertainment,112.01,E0924,Paid
EXP-006850,E0834,Operations,2025-09-01,Travel,73.67,E0933,Paid
EXP-006902,E0839,Operations,2025-09-01,Supplies,85.92,E0933,Paid
EXP-007330,E0876,Operations,2025-09-01,Supplies,122.56,E0911,Paid
EXP-007670,E0903,Operations,2025-09-01,Client entertainment,83.95,E0931,Paid
EXP-007944,E0923,Operations,2025-09-01,Travel,26.77,E0914,Paid
EXP-008148,E0939,Sales,2025-09-01,Supplies,27.87,E1055,Paid
EXP-008686,E0981,Sales,2025-09-01,Travel,27.24,E0992,Paid
EXP-008765,E0986,Sales,2025-09-01,Supplies,118.5,E1055,Paid
EXP-008861,E0993,Sales,2025-09-01,Training,136.68,E1048,Paid
EXP-009650,E1060,Sales,2025-09-01,Travel,49.32,E1069,Paid
EXP-009818,E1074,Sales,2025-09-01,Meals,189.53,E1064,Paid
EXP-010175,E1101,Sales,2025-09-01,Travel,16.78,E1039,Paid
EXP-010578,E1166,Facilities,2025-09-01,Accommodation,65.21,E1121,Paid
EXP-000107,E0024,Finance,2025-09-02,Travel,67.22,E0201,Paid
EXP-000549,E0102,Finance,2025-09-02,Accommodation,284.22,E0198,Paid
EXP-000560,E0104,Finance,2025-09-02,Travel,38.42,E0190,Paid
EXP-000776,E0141,Finance,2025-09-02,Travel,1010.94,E0192,Paid
EXP-001231,E0229,Procurement,2025-09-02,Training,113.06,E0272,Paid
EXP-001451,E0269,Procurement,2025-09-02,Client entertainment,109.3,E0278,Paid
EXP-002301,E0422,IT,2025-09-02,Training,21.45,E0379,Paid
EXP-002579,E0475,IT,2025-09-02,Client entertainment,25.53,E0379,Paid
EXP-002626,E0480,Operations,2025-09-02,Supplies,80.75,E0903,Paid
EXP-002828,E0495,Operations,2025-09-02,Client entertainment,698.46,E0900,Paid
EXP-003550,E0554,Operations,2025-09-02,Meals,61.18,E0918,Paid
EXP-003554,E0554,Operations,2025-09-02,Travel,162.79,E0918,Paid
EXP-003705,E0565,Operations,2025-09-02,Meals,52.43,E0917,Paid
EXP-004039,E0594,Operations,2025-09-02,Travel,165.33,E0908,Paid
EXP-004264,E0616,Operations,2025-09-02,Travel,9.38,E0926,Paid
EXP-004798,E0660,Operations,2025-09-02,Accommodation,147.71,E0930,Paid
EXP-004949,E0674,Operations,2025-09-02,Client entertainment,147.99,E0928,Paid
EXP-005098,E0686,Operations,2025-09-02,Accommodation,537.32,E0909,Paid
EXP-005274,E0700,Operations,2025-09-02,Accommodation,254.54,E0902,Paid
EXP-005471,E0721,Operations,2025-09-02,Client entertainment,294.04,E0914,Paid
EXP-005655,E0736,Operations,2025-09-02,Supplies,106.33,E0902,Paid
EXP-005703,E0739,Operations,2025-09-02,Meals,34.52,E0930,Paid
EXP-005778,E0748,Operations,2025-09-02,Supplies,350.9,E0926,Paid
EXP-005959,E0763,Operations,2025-09-02,Client entertainment,85.25,E0914,Paid
EXP-006038,E0769,Operations,2025-09-02,Client entertainment,27.19,E0928,Paid
EXP-006169,E0779,Operations,2025-09-02,Meals,161.16,E0916,Paid
EXP-006698,E0824,Operations,2025-09-02,Meals,121.52,E0930,Paid
EXP-007744,E0908,Operations,2025-09-02,Supplies,38.09,E0914,Paid
EXP-008077,E0932,Operations,2025-09-02,Client entertainment,58.43,E0930,Paid
EXP-008334,E0954,Sales,2025-09-02,Training,61.93,E1085,Paid
EXP-009077,E1011,Sales,2025-09-02,Training,144.63,E1102,Paid
EXP-010110,E1097,Sales,2025-09-02,Travel,74.79,E1030,Paid
EXP-010561,E1164,Facilities,2025-09-02,Client entertainment,76.21,E1121,Paid
EXP-010631,E1175,Facilities,2025-09-02,Training,86.36,E1121,Paid
EXP-000494,E0091,Finance,2025-09-03,Travel,498.97,E0193,Paid
EXP-001125,E0205,Finance,2025-09-03,Travel,175.65,E0197,Paid
EXP-001420,E0263,Procurement,2025-09-03,Meals,1038.9,E0275,Paid
EXP-001469,E0272,Procurement,2025-09-03,Training,24.51,E0280,Paid
EXP-001563,E0286,Procurement,2025-09-03,Accommodation,39.82,E0279,Paid
EXP-001921,E0353,Human Resources,2025-09-03,Travel,84.49,E0339,Paid
EXP-002415,E0444,IT,2025-09-03,Training,114.46,E0379,Paid
EXP-002489,E0458,IT,2025-09-03,Training,258.43,E0379,Paid
EXP-002803,E0494,Operations,2025-09-03,Accommodation,273.5,E0929,Paid
EXP-003168,E0523,Operations,2025-09-03,Meals,104.02,E0920,Paid
EXP-004271,E0616,Operations,2025-09-03,Training,45.18,E0926,Paid
EXP-004306,E0619,Operations,2025-09-03,Training,18.95,E0910,Paid
EXP-004805,E0661,Operations,2025-09-03,Supplies,212.39,E0916,Paid
EXP-005227,E0697,Operations,2025-09-03,Accommodation,24.54,E0934,Paid
EXP-005337,E0706,Operations,2025-09-03,Meals,149.49,E0918,Paid
EXP-005590,E0730,Operations,2025-09-03,Meals,134.36,E0900,Paid
EXP-005660,E0736,Operations,2025-09-03,Meals,30.24,E0902,Paid
EXP-006096,E0773,Operations,2025-09-03,Accommodation,26.7,E0936,Paid
EXP-006400,E0798,Operations,2025-09-03,Travel,42.31,E0932,Paid
EXP-006629,E0817,Operations,2025-09-03,Travel,196.29,E0908,Paid
EXP-006827,E0833,Operations,2025-09-03,Training,53.98,E0925,Paid
EXP-007110,E0856,Operations,2025-09-03,Travel,93.23,E0916,Paid
EXP-007692,E0904,Operations,2025-09-03,Client entertainment,33.77,E0915,Paid
EXP-007914,E0921,Operations,2025-09-03,Training,273.16,E0916,Paid
EXP-008445,E0961,Sales,2025-09-03,Supplies,276.9,E1097,Paid
EXP-008539,E0969,Sales,2025-09-03,Training,132.88,E1033,Paid
EXP-009004,E1006,Sales,2025-09-03,Supplies,59.85,E0948,Paid
EXP-010157,E1100,Sales,2025-09-03,Meals,36.73,E1058,Paid
EXP-010348,E1119,Legal,2025-09-03,Travel,78.09,E1117,Paid
EXP-010801,E1203,Facilities,2025-09-03,Training,93.48,E1121,Paid
EXP-000043,E0010,Finance,2025-09-04,Travel,44.7,E0204,Paid
EXP-000278,E0051,Finance,2025-09-04,Supplies,50.23,E0193,Paid
EXP-001059,E0192,Finance,2025-09-04,Client entertainment,133.91,E0205,Paid
EXP-001214,E0226,Procurement,2025-09-04,Accommodation,305.83,E0268,Paid
EXP-001863,E0340,Human Resources,2025-09-04,Accommodation,113.92,E0337,Paid
EXP-001958,E0360,Human Resources,2025-09-04,Supplies,90.25,E0348,Paid
EXP-002004,E0368,Human Resources,2025-09-04,Meals,77.3,E0346,Paid
EXP-002614,E0479,Operations,2025-09-04,Travel,23.21,E0925,Paid
EXP-002755,E0489,Operations,2025-09-04,Supplies,261.33,E0930,Paid
EXP-003011,E0510,Operations,2025-09-04,Travel,112.57,E0920,Paid
EXP-003148,E0521,Operations,2025-09-04,Supplies,133.01,E0917,Paid
EXP-003529,E0552,Operations,2025-09-04,Client entertainment,189.6,E0911,Paid
EXP-003687,E0563,Operations,2025-09-04,Accommodation,151.34,E0916,Paid
EXP-003764,E0569,Operations,2025-09-04,Accommodation,124.21,E0914,Paid
EXP-004200,E0612,Operations,2025-09-04,Client entertainment,72.57,E0922,Paid
EXP-004734,E0654,Operations,2025-09-04,Travel,19.69,E0930,Paid
EXP-005280,E0700,Operations,2025-09-04,Supplies,121.13,E0902,Paid
EXP-005314,E0704,Operations,2025-09-04,Travel,29.52,E0924,Paid
EXP-005414,E0717,Operations,2025-09-04,Client entertainment,154.59,E0917,Paid
EXP-005645,E0735,Operations,2025-09-04,Training,93.35,E0915,Paid
EXP-005862,E0754,Operations,2025-09-04,Accommodation,214.9,E0924,Paid
EXP-005978,E0765,Operations,2025-09-04,Client entertainment,979.48,E0912,Paid
EXP-006207,E0784,Operations,2025-09-04,Supplies,77.52,E0916,Paid
EXP-007059,E0851,Operations,2025-09-04,Supplies,74.6,E0932,Paid
EXP-007183,E0861,Operations,2025-09-04,Travel,74.9,E0908,Paid
EXP-007455,E0885,Operations,2025-09-04,Travel,492.95,E0914,Paid
EXP-007646,E0901,Operations,2025-09-04,Supplies,121.59,E0934,Paid
EXP-007859,E0916,Operations,2025-09-04,Training,157.23,E0001,Paid
EXP-008439,E0961,Sales,2025-09-04,Accommodation,24.35,E1097,Paid
EXP-009513,E1048,Sales,2025-09-04,Training,126.48,E1026,Paid
EXP-009555,E1053,Sales,2025-09-04,Supplies,206.46,E0987,Paid
EXP-010511,E1154,Facilities,2025-09-04,Travel,233.47,E1121,Paid
EXP-010683,E1183,Facilities,2025-09-04,Accommodation,93.57,E1121,Paid
EXP-010751,E1195,Facilities,2025-09-04,Training,52.58,E1121,Paid
EXP-000274,E0050,Finance,2025-09-05,Meals,246.27,E0190,Paid
EXP-000366,E0068,Finance,2025-09-05,Client entertainment,38.13,E0201,Paid
EXP-000637,E0116,Finance,2025-09-05,Travel,70.65,E0209,Paid
EXP-000933,E0174,Finance,2025-09-05,Training,101.85,E0201,Paid
EXP-001421,E0263,Procurement,2025-09-05,Training,98.86,E0275,Paid
EXP-001999,E0367,Human Resources,2025-09-05,Meals,52.09,E0343,Paid
EXP-002642,E0481,Operations,2025-09-05,Supplies,162.94,E0927,Paid
EXP-002740,E0488,Operations,2025-09-05,Training,33.64,E0901,Paid
EXP-003050,E0513,Operations,2025-09-05,Travel,63.17,E0918,Paid
EXP-003396,E0542,Operations,2025-09-05,Client entertainment,24.98,E0898,Paid
EXP-004349,E0623,Operations,2025-09-05,Accommodation,263.31,E0909,Paid
EXP-005097,E0686,Operations,2025-09-05,Meals,80.77,E0909,Paid
EXP-005244,E0698,Operations,2025-09-05,Client entertainment,88.73,E0910,Paid
EXP-005813,E0750,Operations,2025-09-05,Client entertainment,177.79,E0910,Paid
EXP-006185,E0783,Operations,2025-09-05,Client entertainment,36.9,E0918,Paid
EXP-006842,E0834,Operations,2025-09-05,Travel,38.2,E0933,Paid
EXP-006877,E0837,Operations,2025-09-05,Meals,85.4,E0936,Paid
EXP-007733,E0907,Operations,2025-09-05,Training,276.7,E0938,Paid
EXP-008330,E0953,Sales,2025-09-05,Accommodation,85.2,E0987,Paid
EXP-008401,E0958,Sales,2025-09-05,Training,33.05,E1057,Paid
EXP-008436,E0961,Sales,2025-09-05,Client entertainment,54.67,E1097,Paid
EXP-008499,E0966,Sales,2025-09-05,Training,257.24,E1012,Paid
EXP-008563,E0970,Sales,2025-09-05,Accommodation,30.43,E1021,Paid
EXP-008753,E0985,Sales,2025-09-05,Meals,125.4,E0977,Paid
EXP-009345,E1035,Sales,2025-09-05,Supplies,46.34,E0967,Paid
EXP-009925,E1081,Sales,2025-09-05,Travel,477.75,E1047,Paid
EXP-010349,E1120,Legal,2025-09-05,Training,86.96,E1111,Paid
EXP-010664,E1179,Facilities,2025-09-05,Accommodation,48.45,E1121,Paid
EXP-010703,E1187,Facilities,2025-09-05,Accommodation,55.26,E1121,Paid
EXP-010895,E1043,Sales,2025-09-05,Client entertainment,974.55,E1099,Paid
EXP-000285,E0052,Finance,2025-09-06,Travel,280.82,E0190,Paid
EXP-000466,E0086,Finance,2025-09-06,Training,47.51,E0199,Paid
EXP-000526,E0096,Finance,2025-09-06,Meals,293.58,E0190,Paid
EXP-001557,E0285,Procurement,2025-09-06,Meals,28.12,E0277,Paid
EXP-001816,E0333,Human Resources,2025-09-06,Accommodation,22.9,E0349,Paid
EXP-002153,E0394,IT,2025-09-06,Accommodation,268.04,E0379,Paid
EXP-002355,E0432,IT,2025-09-06,Client entertainment,24.72,E0379,Paid
EXP-003203,E0526,Operations,2025-09-06,Meals,77.54,E0914,Paid
EXP-003229,E0527,Operations,2025-09-06,Travel,99.22,E0916,Paid
EXP-003300,E0535,Operations,2025-09-06,Client entertainment,105.08,E0897,Paid
EXP-003544,E0553,Operations,2025-09-06,Supplies,68.18,E0919,Paid
EXP-003995,E0590,Operations,2025-09-06,Training,21.99,E0926,Paid
EXP-004750,E0656,Operations,2025-09-06,Client entertainment,138.58,E0920,Paid
EXP-004778,E0659,Operations,2025-09-06,Training,93.79,E0928,Paid
EXP-005644,E0735,Operations,2025-09-06,Client entertainment,63.12,E0915,Paid
EXP-006736,E0827,Operations,2025-09-06,Meals,174.43,E0915,Paid
EXP-006806,E0832,Operations,2025-09-06,Training,103.96,E0904,Paid
EXP-006972,E0844,Operations,2025-09-06,Supplies,20.57,E0914,Paid
EXP-007022,E0849,Operations,2025-09-06,Meals,103.75,E0932,Paid
EXP-007643,E0900,Operations,2025-09-06,Supplies,163.01,E0935,Paid
EXP-007844,E0915,Operations,2025-09-06,Training,384.17,E0911,Paid
EXP-009033,E1009,Sales,2025-09-06,Meals,241.95,E1040,Paid
EXP-009107,E1016,Sales,2025-09-06,Training,33.33,E1070,Paid
EXP-010354,E1121,Facilities,2025-09-06,Client entertainment,76.41,E0001,Paid
EXP-010913,E1043,Sales,2025-09-06,Client entertainment,964.26,E1099,Paid
EXP-000407,E0077,Finance,2025-09-07,Client entertainment,63.33,E0202,Paid
EXP-000566,E0105,Finance,2025-09-07,Client entertainment,28.66,E0199,Paid
EXP-000963,E0178,Finance,2025-09-07,Accommodation,43.89,E0194,Paid
EXP-001259,E0236,Procurement,2025-09-07,Client entertainment,72.28,E0275,Paid
EXP-001475,E0273,Procurement,2025-09-07,Client entertainment,30.5,E0278,Paid
EXP-001482,E0274,Procurement,2025-09-07,Meals,437.13,E0276,Paid
EXP-001798,E0330,Human Resources,2025-09-07,Travel,133.73,E0347,Paid
EXP-002199,E0403,IT,2025-09-07,Meals,39.09,E0379,Paid
EXP-002444,E0449,IT,2025-09-07,Training,306.32,E0379,Paid
EXP-002463,E0455,IT,2025-09-07,Client entertainment,30.54,E0379,Paid
EXP-002968,E0506,Operations,2025-09-07,Travel,27.29,E0899,Paid
EXP-004527,E0637,Operations,2025-09-07,Meals,63.61,E0933,Paid
EXP-004680,E0649,Operations,2025-09-07,Supplies,22.06,E0901,Paid
EXP-005328,E0705,Operations,2025-09-07,Supplies,235.24,E0936,Paid
EXP-005729,E0742,Operations,2025-09-07,Travel,57.5,E0938,Paid
EXP-005850,E0754,Operations,2025-09-07,Training,81.49,E0924,Paid
EXP-006118,E0775,Operations,2025-09-07,Accommodation,88.14,E0907,Paid
EXP-006163,E0779,Operations,2025-09-07,Accommodation,412.18,E0916,Paid
EXP-006407,E0799,Operations,2025-09-07,Travel,65.7,E0914,Paid
EXP-007286,E0872,Operations,2025-09-07,Travel,129.35,E0937,Paid
EXP-007355,E0878,Operations,2025-09-07,Accommodation,280.36,E0923,Paid
EXP-008787,E0988,Sales,2025-09-07,Travel,145.95,E1030,Paid
EXP-009485,E1045,Sales,2025-09-07,Training,42.7,E0986,Paid
EXP-010900,E1043,Sales,2025-09-07,Client entertainment,962.53,E1099,Paid
EXP-000252,E0046,Finance,2025-09-08,Supplies,46.7,E0210,Paid
EXP-000464,E0086,Finance,2025-09-08,Training,83.33,E0199,Paid
EXP-001235,E0230,Procurement,2025-09-08,Supplies,191.89,E0274,Paid
EXP-001506,E0278,Procurement,2025-09-08,Client entertainment,84.8,E0276,Paid
EXP-002228,E0407,IT,2025-09-08,Travel,31.14,E0379,Paid
EXP-002638,E0481,Operations,2025-09-08,Travel,19.56,E0927,Paid
EXP-003253,E0529,Operations,2025-09-08,Client entertainment,226.27,E0913,Paid
EXP-003563,E0555,Operations,2025-09-08,Training,24.85,E0934,Paid
EXP-003581,E0556,Operations,2025-09-08,Meals,178.59,E0909,Paid
EXP-003601,E0558,Operations,2025-09-08,Training,351.04,E0906,Paid
EXP-005009,E0679,Operations,2025-09-08,Meals,42.84,E0914,Paid
EXP-007430,E0883,Operations,2025-09-08,Travel,80.56,E0898,Paid
EXP-008164,E0940,Sales,2025-09-08,Client entertainment,96.22,E0955,Paid
EXP-008254,E0946,Sales,2025-09-08,Client entertainment,350.39,E0992,Paid
EXP-009612,E1057,Sales,2025-09-08,Accommodation,138.03,E0958,Paid
EXP-009716,E1064,Sales,2025-09-08,Travel,183.6,E1053,Paid
EXP-010185,E1102,Sales,2025-09-08,Training,141.79,E1067,Paid
EXP-010948,E0641,Operations,2025-09-08,Supplies,500.0,E0912,Paid
EXP-000795,E0145,Finance,2025-09-09,Accommodation,64.72,E0193,Paid
EXP-002585,E0476,IT,2025-09-09,Accommodation,64.48,E0379,Paid
EXP-002905,E0500,Operations,2025-09-09,Client entertainment,57.33,E0919,Paid
EXP-003839,E0577,Operations,2025-09-09,Supplies,166.32,E0933,Paid
EXP-004397,E0625,Operations,2025-09-09,Training,108.01,E0926,Paid
EXP-005068,E0683,Operations,2025-09-09,Client entertainment,23.06,E0910,Paid
EXP-005265,E0699,Operations,2025-09-09,Client entertainment,57.6,E0931,Paid
EXP-005331,E0705,Operations,2025-09-09,Meals,20.49,E0936,Paid
EXP-005514,E0724,Operations,2025-09-09,Travel,33.48,E0925,Paid
EXP-005997,E0766,Operations,2025-09-09,Supplies,36.94,E0900,Paid
EXP-006171,E0779,Operations,2025-09-09,Client entertainment,226.2,E0916,Paid
EXP-006263,E0788,Operations,2025-09-09,Client entertainment,91.16,E0925,Paid
EXP-006408,E0799,Operations,2025-09-09,Travel,64.97,E0914,Paid
EXP-007112,E0856,Operations,2025-09-09,Accommodation,20.47,E0916,Paid
EXP-007211,E0863,Operations,2025-09-09,Training,96.93,E0929,Paid
EXP-007427,E0883,Operations,2025-09-09,Supplies,41.01,E0898,Paid
EXP-007438,E0883,Operations,2025-09-09,Client entertainment,63.27,E0898,Paid
EXP-007549,E0891,Operations,2025-09-09,Meals,205.0,E0912,Paid
EXP-008106,E0934,Operations,2025-09-09,Meals,44.63,E0916,Paid
EXP-008446,E0962,Sales,2025-09-09,Training,52.12,E1028,Paid
EXP-008457,E0963,Sales,2025-09-09,Accommodation,143.44,E0952,Paid
EXP-010238,E1105,Sales,2025-09-09,Travel,1500.95,E0953,Paid
EXP-010469,E1147,Facilities,2025-09-09,Travel,48.5,E1121,Paid
EXP-010627,E1174,Facilities,2025-09-09,Client entertainment,58.34,E1121,Paid
EXP-010871,E1033,Sales,2025-09-09,Client entertainment,921.82,E1044,Paid
EXP-010933,E0476,IT,2025-09-09,Accommodation,64.48,E0379,Paid
EXP-000056,E0014,Finance,2025-09-10,Meals,42.12,E0199,Paid
EXP-000300,E0056,Finance,2025-09-10,Client entertainment,210.55,E0210,Paid
EXP-001989,E0366,Human Resources,2025-09-10,Training,56.97,E0372,Paid
EXP-002608,E0479,Operations,2025-09-10,Accommodation,255.88,E0925,Paid
EXP-002915,E0501,Operations,2025-09-10,Meals,183.71,E0903,Paid
EXP-003909,E0582,Operations,2025-09-10,Meals,11.64,E0898,Paid
EXP-004065,E0596,Operations,2025-09-10,Training,44.07,E0908,Paid
EXP-004442,E0628,Operations,2025-09-10,Supplies,21.11,E0912,Paid
EXP-004476,E0631,Operations,2025-09-10,Client entertainment,105.96,E0917,Paid
EXP-005393,E0715,Operations,2025-09-10,Meals,57.12,E0922,Paid
EXP-005425,E0718,Operations,2025-09-10,Accommodation,203.74,E0913,Paid
EXP-005839,E0753,Operations,2025-09-10,Accommodation,205.21,E0932,Paid
EXP-005936,E0761,Operations,2025-09-10,Supplies,124.88,E0907,Paid
EXP-006074,E0772,Operations,2025-09-10,Accommodation,178.09,E0910,Paid
EXP-006509,E0807,Operations,2025-09-10,Meals,39.28,E0907,Paid
EXP-006865,E0836,Operations,2025-09-10,Training,171.94,E0899,Paid
EXP-007067,E0852,Operations,2025-09-10,Training,310.31,E0914,Paid
EXP-007612,E0898,Operations,2025-09-10,Supplies,68.24,E0903,Paid
EXP-007874,E0917,Operations,2025-09-10,Accommodation,46.14,E0903,Paid
EXP-008285,E0948,Sales,2025-09-10,Travel,127.39,E0976,Paid
EXP-008349,E0955,Sales,2025-09-10,Meals,162.81,E1069,Paid
EXP-009727,E1065,Sales,2025-09-10,Training,40.73,E1029,Paid
EXP-009963,E1085,Sales,2025-09-10,Client entertainment,123.86,E0939,Paid
EXP-009969,E1085,Sales,2025-09-10,Meals,381.94,E0939,Paid
EXP-010057,E1093,Sales,2025-09-10,Travel,21.16,E1087,Paid
EXP-000448,E0085,Finance,2025-09-11,Client entertainment,18.79,E0206,Paid
EXP-001065,E0192,Finance,2025-09-11,Client entertainment,49.38,E0205,Paid
EXP-001289,E0241,Procurement,2025-09-11,Training,164.73,E0278,Paid
EXP-001370,E0254,Procurement,2025-09-11,Meals,136.34,E0267,Paid
EXP-002675,E0483,Operations,2025-09-11,Training,75.48,E0919,Paid
EXP-002774,E0492,Operations,2025-09-11,Accommodation,56.7,E0900,Paid
EXP-002928,E0502,Operations,2025-09-11,Accommodation,31.34,E0901,Paid
EXP-002944,E0504,Operations,2025-09-11,Meals,65.51,E0933,Paid
EXP-003221,E0527,Operations,2025-09-11,Travel,100.59,E0916,Paid
EXP-003324,E0537,Operations,2025-09-11,Training,296.16,E0914,Paid
EXP-004026,E0593,Operations,2025-09-11,Supplies,177.31,E0938,Paid
EXP-004472,E0631,Operations,2025-09-11,Supplies,40.98,E0917,Paid
EXP-004569,E0640,Operations,2025-09-11,Client entertainment,148.49,E0938,Paid
EXP-004815,E0663,Operations,2025-09-11,Client entertainment,299.37,E0922,Paid
EXP-004823,E0663,Operations,2025-09-11,Training,11.19,E0922,Paid
EXP-005109,E0687,Operations,2025-09-11,Meals,40.6,E0900,Paid
EXP-005298,E0703,Operations,2025-09-11,Accommodation,159.5,E0900,Paid
EXP-005562,E0727,Operations,2025-09-11,Meals,189.91,E0906,Paid
EXP-005614,E0733,Operations,2025-09-11,Travel,270.69,E0919,Paid
EXP-005824,E0751,Operations,2025-09-11,Accommodation,328.89,E0912,Paid
EXP-006058,E0770,Operations,2025-09-11,Client entertainment,75.51,E0912,Paid
EXP-006601,E0814,Operations,2025-09-11,Supplies,156.43,E0920,Paid
EXP-006799,E0831,Operations,2025-09-11,Travel,62.37,E0907,Paid
EXP-007052,E0851,Operations,2025-09-11,Travel,90.87,E0932,Paid
EXP-008090,E0933,Operations,2025-09-11,Client entertainment,122.17,E0899,Paid
EXP-008133,E0937,Operations,2025-09-11,Meals,96.86,E0910,Paid
EXP-008137,E0937,Operations,2025-09-11,Supplies,37.32,E0910,Paid
EXP-008489,E0965,Sales,2025-09-11,Travel,476.84,E0976,Paid
EXP-008645,E0978,Sales,2025-09-11,Meals,1498.27,E1024,Paid
EXP-008778,E0987,Sales,2025-09-11,Travel,545.43,E1001,Paid
EXP-008902,E0998,Sales,2025-09-11,Supplies,319.7,E1081,Paid
EXP-009352,E1035,Sales,2025-09-11,Accommodation,85.22,E0967,Paid
EXP-010405,E1129,Facilities,2025-09-11,Supplies,204.5,E1121,Paid
EXP-010635,E1175,Facilities,2025-09-11,Meals,286.03,E1121,Paid
EXP-000010,E0003,Finance,2025-09-12,Meals,522.92,E0194,Paid
EXP-000060,E0014,Finance,2025-09-12,Client entertainment,138.16,E0199,Paid
EXP-000162,E0033,Finance,2025-09-12,Travel,36.23,E0199,Paid
EXP-000164,E0033,Finance,2025-09-12,Training,114.15,E0199,Paid
EXP-000370,E0068,Finance,2025-09-12,Travel,68.84,E0201,Paid
EXP-000962,E0178,Finance,2025-09-12,Meals,26.01,E0194,Paid
EXP-000981,E0181,Finance,2025-09-12,Training,114.74,E0198,Paid
EXP-001115,E0203,Finance,2025-09-12,Meals,66.3,E0193,Paid
EXP-001468,E0272,Procurement,2025-09-12,Training,32.53,E0280,Paid
EXP-001681,E0310,Human Resources,2025-09-12,Supplies,12.52,E0345,Paid
EXP-001723,E0317,Human Resources,2025-09-12,Meals,36.13,E0346,Paid
EXP-001894,E0348,Human Resources,2025-09-12,Client entertainment,162.93,E0345,Paid
EXP-001930,E0354,Human Resources,2025-09-12,Client entertainment,99.62,E0337,Paid
EXP-002169,E0398,IT,2025-09-12,Supplies,123.8,E0379,Paid
EXP-002691,E0485,Operations,2025-09-12,Training,136.13,E0903,Paid
EXP-003711,E0565,Operations,2025-09-12,Meals,75.73,E0917,Paid
EXP-004646,E0646,Operations,2025-09-12,Meals,150.03,E0923,Paid
EXP-005357,E0711,Operations,2025-09-12,Travel,103.41,E0916,Paid
EXP-005402,E0716,Operations,2025-09-12,Travel,148.88,E0937,Paid
EXP-005501,E0723,Operations,2025-09-12,Supplies,275.63,E0919,Paid
EXP-005690,E0738,Operations,2025-09-12,Meals,153.58,E0903,Paid
EXP-006046,E0770,Operations,2025-09-12,Training,111.88,E0912,Paid
EXP-006409,E0799,Operations,2025-09-12,Supplies,182.16,E0914,Paid
EXP-006794,E0831,Operations,2025-09-12,Accommodation,292.52,E0907,Paid
EXP-006938,E0841,Operations,2025-09-12,Client entertainment,34.63,E0919,Paid
EXP-007187,E0862,Operations,2025-09-12,Accommodation,45.05,E0924,Paid
EXP-007206,E0863,Operations,2025-09-12,Supplies,282.57,E0929,Paid
EXP-007514,E0890,Operations,2025-09-12,Travel,15.12,E0901,Paid
EXP-007678,E0903,Operations,2025-09-12,Accommodation,254.2,E0931,Paid
EXP-007700,E0904,Operations,2025-09-12,Accommodation,157.93,E0915,Paid
EXP-007946,E0923,Operations,2025-09-12,Travel,79.96,E0914,Paid
